metabolite_identification	4	9	12	13	14	20	24	26	27	31	34	36	38	39	40	41	43	42	44	46	47	48	56	61	63	64	66	67	68	69	70	71	72	74	78	79	83	18	1	45	62	84	IRA	CM	CE	SG	80	82	89	94	95	97	99	101	98	104	106	108	109	111	AA	RI	POS 2	POS 3	POS 4	POS 6	POS 8	POS 9	POS 12	POS 13	93	POS 14	POS 15	POS 16	125	126	127	129	130	132	134	136	138	139	A	B	C	D	AI	EA	EB	EM	MC	MM	NC rep	SC rep	ST rep	SA 1	SA 2	SA 3	SA 4	SA 5	SA 6	SA 7	SA 8	SA 9	SA 10	SA 11	SA 12	SA 13	NEG 5	NEG 6	NEG 12	NEG 16	NEG 19	NEG 20	NEG 21	NEG 22	NEG 26	NEG 28	NEG 29	NEG 30	NEG 32	NEG 35	NEG 37	NEG 46	DA 1	DA 2	DA 3	DA 4	DA 5	DA 6	DA 7	DA 8	DA 9	DA 10	DA 11	DA 12	DA 13	DA 14	DA 17	DA 18	DA 21	RIA 1	RIA 2	DA 20	DA 26	DA 24	DA 28	DA 25	DA 23	DA 39	DA 40	DA 41	DA 42	DA 43	DA 44
alpha-Tocopherol	2.770629903	1.783484092	2.553010175	3.776474411	1.472662927	1.993596425	3.458323198	1.693348705	4.074510828	0.996029991	2.194609357	2.124266221	1.697294607	1.624304031	1.922370717	1.942116766	2.990623422	2.277611086	1.426247638	1.850140226	1.810211944	4.596430083	3.858180355	1.758753918	2.747175171	1.777880883	2.75653865	2.846281816	3.488240367	2.014321502	2.951449061	1.956540206	3.236736724	5.55638386	6.357006485	1.680660287	3.358984068	2.219449867	1.806300074	2.186677657	1.819141693	2.790039955	1.438725896	0.508018218	2.044562661	1.783813501	0.584927556	1.094658466	1.348150125	0.926817557	0.952926644	1.949395211	0.959341146	3.236484094	0.829386012	1.971507721	2.316920834	0.685667149	1.738404699	2.274568631	2.254439595	1.617687748	1.963420907	1.258058584	1.854818709	1.135742227	1.260317339	1.010027506	0.948258757	1.002325619	1.879560237	0.596893551	1.97398333	0.869456887	1.687890758	1.888916539	1.194561186	1.804663622	0.754395684	0.703497356	1.302926036	3.8936742	3.227448623	1.741880944	2.960894316	3.199641755	2.710886986	2.208403754	2.259873587	2.492918669	2.64422142	2.697901852	4.424579525	2.477870024	2.540337169	2.46962204	1.825989083	2.453146903	2.691888196	2.251167458	2.348032012	1.978788792	1.615373823	2.407393434	2.629624357	2.476259181	2.098804605	1.9614624	2.162225578	2.776445235	3.241629431	2.62328011	2.304306078	2.040864365	1.042875456	1.136043857	1.975200043	1.450891462	1.467513164	1.61772787	1.333659107	1.740299743	1.820684807	1.581128064	1.682904766	1.805966409	2.111584998	2.548537436	5.709771895	5.685051954	4.790855033	3.697948912	1.04711974	9.985700283	1.658221286	2.008235723	2.907755141	4.417684724	1.90670133	3.003106891	1.081650082	3.092529861	1.615256302	0.914216581	2.222364552	1.01707705	2.797647113	2.061014869	1.896197275	0.908030215	4.211100479	0.49401995	1.079532719	0.76580847	1.243911303	2.536115047	1.627411706
Arabinitol	2.210909085	0.68948666	1.285272378	1.37918676	1.574610845	1.014977764	2.516770173	0.444863569	2.380693312	2.346109415	0.873738703	0.618809175	0.702532008	0.818990467	1.333068354	0.64191921	0.784749209	0.519187964	1.398133982	0.404338633	0.968868136	1.683887768	3.476095185	0.388761634	0.441905428	0.899260684	4.243177947	1.824907665	1.20479853	1.804026821	1.292557188	0.723472007	1.218182199	1.252497604	1.568272954	1.236143102	2.799004447	1.300653842	0.791641544	1.321016156	0.412175351	0.465345883	4.785629682	0.540497457	0.450003424	0.249771969	0.136815586	0.169135079	0.255455751	0.228663654	0.242625289	0.230312419	0.198253219	1.774034776	0.386866953	0.611688471	1.759981897	0.311284428	0.118302411	0.233997248	0.342868059	0.444052432	0.883147808	3.947690311	0.544426892	1.36836366	0.97589416	0.322257113	1.881940871	0.64151865	0.650287879	0.856798529	0.522656503	0.602259359	1.574575579	1.125435635	5.759075319	1.084945519	1.005749622	1.681918912	1.549982892	2.250511063	4.21875793	1.498753378	0.657013364	1.13345822	0.490134939	0.628367282	0.91253352	1.460418232	1.065040674	1.50718792	1.464440469	1.06645806	1.024874689	1.896228102	0.945644129	0.889683113	0.545358978	0.747632259	0.789963589	0.919924483	1.039235792	1.131810158	1.247123725	1.451807669	1.195735719	0.881683894	0.894761708	0.929986449	1.84414369	1.424986747	0.604866614	0.650268485	0.816741648	0.504509454	2.685799455	0.385942297	1.166079852	0.792786083	1.086992534	2.002849747	4.993525323	1.080060128	1.893491499	1.7921684	0.47599339	0.544014731	4.195839918	1.671191877	0.648126541	1.68579232	6.435738324	2.665090654	0.748607061	0.552853553	4.104885834	1.296647502	0.957541369	4.189201764	4.172955893	3.992512458	1.184166922	2.378916829	4.800819614	2.415835942	2.509171295	2.267377772	1.859076772	2.809896914	2.988390799	0.514425777	1.154976502	0.461986499	0.472244438	0.816889232	0.752607117
Arabinose	28.38088657	133.118875	60.45403896	167.9128095	411.5990302	119.9869447	176.4381238	15.10323729	347.0790412	585.0578186	24.14588102	12.10189049	14.58055722	24.60581517	97.81486401	6.978904622	49.51360354	8.278420272	12.59402588	114.8951847	5.819676864	16.76890583	13.57992626	6.063566125	142.5886391	7.449163034	15.48744605	107.1189736	25.56313567	16.73293599	14.96467944	105.6344874	89.40946214	30.15625198	21.38125037	27.23853456	8.90705088	83.8391558	72.67360991	6.061031443	2.57652656	2.799373332	11.14657189	33.99063024	1.992934194	1.263372517	0.957512142	1.593927746	3.598244789	7.898906991	5.700467201	2.59454763	2.230238888	5.138843521	20.96502229	9.691124395	7.919947884	2.184467017	23.84226273	21.16282726	5.695308778	3.798519893	17.47687304	14.45256636	1.546237281	2.221562978	3.488496222	10.0483943	4.945096921	2.407743929	41.99227819	3.594694404	9.126014342	8.873455902	4.699946964	5.389460091	16.20866666	5.131804369	5.727039431	16.57766493	14.26960194	12.85975567	9.631757929	28.7504815	17.03284902	27.21547293	10.39130701	27.67219302	6.128616186	10.7678748	11.2218747	11.48596349	8.735741872	5.571388659	4.329170003	4.954568355	8.245322791	34.70156056	27.01391892	36.2034587	7.391698443	7.500963384	10.20487438	8.786135505	4.908136232	7.957856519	5.572980368	9.769237433	5.246699729	4.219479119	23.17020122	9.276960376	56.61345342	34.05760542	43.36667882	15.60751804	20.50531822	9.189510635	5.532937422	4.128067613	5.062649155	2.788313055	3.133786088	11.97927708	15.14252982	4.970177638	12.85135569	3.458703081	4.150075541	45.57406826	41.26646191	52.04879831	13.58855079	11.82904474	12.31414626	13.5061731	54.53305276	7.723114217	3.178393934	33.18083834	34.02922696	3.116524848	32.19444639	5.875594577	10.45920415	22.90621539	3.562881015	22.19602758	18.348246	10.23130619	9.534826345	1.84271101	1.361730325	5.5444966	3.378899146	2.647405268	3.679820934
Arachidic acid	0.434101985	0.972648776	0.920960409	1.530665292	1.137067272	0.845288177	0.965918629	1.257962919	1.223369223	1.468474233	1.048199625	1.049680478	1.342900525	1.112930161	1.202638054	1.299695508	1.128556495	1.105214175	0.989719179	0.951855246	1.025210559	0.758939168	1.14301258	0.899555271	1.106483612	0.28038544	0.133411689	0.928653604	1.019274235	1.052884033	1.024428886	1.194099052	1.113952253	1.23166184	1.095679678	1.085448973	1.216063445	1.25701289	1.048557819	0.8744794	1.164909641	1.119806789	0.413287837	1.135679866	0.242309509	0.799543553	0.52404411	0.294792224	0.712319898	1.120837027	0.312126439	0.878174951	0.837023624	0.09638379	0.283896507	1.969677498	0.351895259	0.227126416	0.864649499	1.031977957	0.835481371	1.169841293	1.277256727	0.292686475	1.904516477	0.192357863	0.20927626	0.091884085	0.225812027	0.267063911	0	0.072021467	0.314379515	0.398276895	0.33735813	0.858886803	1.003063726	1.275670593	1.900057297	1.019320483	0.828068267	1.372528469	0.60632666	1.403170816	1.025684339	0.811287046	0.809111743	0.719690362	1.118935564	1.198865481	1.162865336	1.133023216	1.423231918	1.379036403	1.130630948	1.107812638	1.184442255	0.787397755	0.831885144	0.827527519	0.812986827	0.858244875	0.921166064	0.929006217	0.957002085	0.879976625	0.893799189	0.949623912	0.819040895	0.929291795	0.673384896	0.307911054	0.262999715	1.221703378	1.287845966	0.422226015	0.428165301	0.905742343	0.129542802	0.860326317	0.188129862	0.237562306	0.167969769	0.896655943	0.367195701	0.482875316	0.401262677	0.1212888	0.069881621	0.141370478	1.041206423	1.037998954	0.182250106	0.952940612	0.262243321	1.0931581	0.511231899	0.280845379	0.879927259	1.82208329	0.187313474	0.182021592	1.402909311	0.343986009	0.232711893	1.254813056	1.400737752	1.675538316	1.134811002	1.934020497	2.072298098	0.053914315	0.447721444	0.085726947	0.375805439	0.946878774	0.206991071
Arachidonic acid	1.17975734	1.503526166	2.194471444	3.438123886	2.033362642	1.257874956	1.346006929	1.080937844	2.282506515	3.150382731	1.515049825	0.932390985	0.956537993	0.646706888	2.029478665	1.031494351	1.342718387	0.607986828	1.337761273	1.056549775	1.070204585	2.26024691	2.050181722	1.337347676	1.766865512	0.753906684	0.670509524	0.763333722	1.169603446	1.271227873	1.364944756	1.835182394	1.242528574	1.73473364	1.421875283	1.448824502	1.764677652	1.532489571	1.310531148	0.987597647	0.984757504	1.115148749	0.309103555	0.655285361	0.294824542	1.912767141	0.790918539	1.171980324	1.386774157	1.727779412	0.688533056	2.222716871	1.622271632	0.441671956	0.252165622	0.423147186	0.506131897	0.459268786	1.132703583	0.500774109	1.932343389	1.099886419	0.405543481	0.487058564	0.643304075	0.588458408	0.466366932	0	0.324080612	0.526066673	0.314600679	0.525949485	0.518529733	0.73369736	0.523646992	1.910314608	3.118650847	0	0.903282057	1.7291162	2.376035902	1.461893961	0.827724313	1.093078568	0.971590964	0.960831393	0.878370449	1.072647017	1.099136815	0.762607534	1.277416856	1.260036664	0.958446315	1.441204651	1.094914289	0.784100334	1.437768918	0.052169344	0.05951758	0.048636743	0	0.04788432	0	0.074982017	0.069173636	0.024357238	1.665165691	0.076061513	0.039059356	0.057539229	1.31045257	0.52716656	0.174083449	1.617688503	1.605631924	2.66034156	0	2.12918841	0	2.216317782	0.563026055	0.429609857	0.687472986	1.25636024	0.716297132	1.400689872	0.398633499	1.342123364	0.288811664	0.159841549	0.835491725	1.553693678	0.387967085	1.417967945	0.344944776	1.21832234	0.585930262	0.516519092	0.176038207	1.463839379	0	0.331329027	2.729380604	0.580202016	0.614858881	1.395772031	2.028093892	1.540357548	0.534666073	0	1.510382777	0.198312073	0.520083081	0.424756304	0	1.311742222	1.080853736
1-acetyl-2-methyl-Azetidine	0.477375158	1.086668953	0.491823643	0.206759026	0.419363566	0.920895761	0.487206604	0.872409213	0.837068774	0.898283793	0.843361313	0.902310243	0.898034766	0.476572046	0.911047855	0.931148943	0.627931081	0.357136742	0.393604189	0.599421181	0.614200059	0.464831649	1.092798038	1.169720309	0.448805499	0.893447327	1.453438925	0.370804131	0.610465343	0.733909923	1.065253831	0.729118435	1.138225467	1.671650723	1.213688492	0.638788979	1.131009284	0.784698866	0.543480781	2.019157039	1.50097631	0.757224468	1.023668246	0.988705697	0.762325182	0.014027354	1.423173473	0.442112527	0.710119934	0.800505139	0.670307484	0.640263119	2.072748517	0.000367971	0.010122922	0.767168902	0.006203264	0	0.105386651	0.003180169	0	0.108797839	0.14568224	15.44205612	8.993850658	1.046970647	0.778112467	0.190047454	3.836825849	1.324318188	0	0	1.292239384	0	188.5052013	4.090621039	17.1739879	0.462255624	0.892423214	3.587408383	0	0.010590584	82.28093189	0	1.704584734	1.129030546	1.113450308	1.080697641	0.700341329	23.082587	0	0.067763041	0.072498649	0	0.085122754	43.22810809	0	0	0	0	0	1.197283122	1.73235117	14.71221035	0	0.671527236	0	0	0	0.565676091	0.643695679	1.694934172	1.2734688	2.681780764	1.377927059	0.00514352	1.238563992	0	0.112493003	0.66327086	1.095159183	0	13.95664533	150.6533643	8.67093917	14.53509513	0.328852256	1.574123127	0.955264157	1.491522775	1.312981556	0.485045154	0.002375833	1.257782306	1.348294127	0.009875858	0.755111015	1.531473767	0.583564218	1.569412312	2.134909195	1.900649794	0	0	0	0.108914356	0.230996264	14.06454987	72.2412846	1.105598701	0.172211234	1.100132924	2.018394553	1.010030708	0.990927168	0.593492847	1.110970559
"2,5-dimethoxy-Benzaldehyde"	0.634434475	0.776957781	0.288756391	1.381499692	1.247319729	1.041444169	1.094125082	0.553865112	1.245187616	2.014711328	0.728192438	0.544378838	0.712176071	0.620901864	1.839863339	0.608945547	0.679223914	0.580452245	0.333700714	1.334702011	0.8644736	0.792226825	0.281141029	0.715434786	1.946917365	0.559358504	0.247815938	1.090740509	0.621697108	0.712094341	0.566859995	1.242675208	1.788045852	1.356293651	0.86653229	1.119561235	0.880173466	2.714416272	2.195584035	1.534757163	0.888659063	0.8774821	0.259677567	0.836841767	0.33873262	1.475501888	0.768547383	0.790092733	1.952670325	1.87554193	0.754124175	1.590750085	1.239155976	0.50152387	0.826483979	0.919956497	1.018869761	0.773541865	1.136269806	1.236339294	2.601470268	2.126195667	1.571484398	0.783568925	0.860117206	0.852592667	0.683558452	1.019815354	0.539503481	0.396074721	1.251413867	0.892359067	0.441813493	0.491689269	0.705574544	0.802881625	0.41157157	1.497493317	1.332042835	3.208675066	2.165516362	0.495362272	0.260449837	1.07641814	0.781237134	0.786156818	0.539252664	0.581973696	1.507306865	0.257198657	1.586246218	0.261437589	0.324392365	0.450916186	1.547989436	2.0282127	2.512503295	1.148416952	1.057550954	1.10550945	1.128713721	0.128990837	0.878292771	1.054868722	1.144748864	1.134915408	0.984029714	1.318886162	1.156252705	1.277127514	1.252441712	0.698700916	0.245964063	0.608599427	1.528491504	0.699212912	0.476645539	1.030016537	0.79339303	1.805652972	0.722165597	0.410352803	0.495777464	1.577847629	0.735729412	1.758854431	0.362465057	0.16297432	0.078839025	0.264133819	0.68934926	1.392642068	0.290206876	0.389017196	0.32156007	1.090997871	0.686906326	0.464653027	0.356222581	1.335910938	0.6120527	0.161629769	2.893943512	1.427124513	0.689755978	2.647338925	0.343065032	1.260554998	1.522885834	0.447830853	1.893042242	0.13543089	0.595995013	0.532659368	2.106202038	1.760866709	1.033172713
(1-butylheptyl)-Benzene	0.93361762	0.897296858	0.754387309	1.090601584	0.23552487	1.027294943	1.122547109	0.931724283	1.124861394	0.882822148	0.846489074	0.867271237	0.436908616	0.908628558	0.525914111	0.926293688	0.639408316	0.885265185	1.065148496	1.081479743	0.607413676	0	0.892284597	1.104213387	0.775546686	1.492613614	1.184490829	1.284753571	0.766232346	0.643813888	0.762337155	0.931164951	0.698747969	0.914721221	0.356439002	1.082835382	1.026029506	1.15072156	1.302886434	1.020781814	1.084573105	1.31496344	0.815151919	0.771945059	0.219852215	0.147193217	0.199478585	0.213807063	0.323877509	0.309685302	0.345196691	0.384097287	0.220946833	0.521394221	0.452631605	0.308400679	0.5522163	0.309296164	0.20619062	0.371423074	0.187586568	0.380336739	0.508582908	0.715118025	0.5380799	0.509609461	0.595377802	0.500695678	0.587126241	0.589761582	0.753291795	0.506500569	1.170612377	1.380570387	1.236622555	0.847031037	0.783332396	1.247874518	1.256937976	1.256042117	1.002215494	1.576227578	1.121785369	0.837166458	0.505082897	1.184486708	0.93395501	0.566841423	1.170428084	1.112342325	0.999307768	1.080120213	1.03633459	1.092644722	1.088258563	0.802511792	1.267867538	0.75994897	0.76250348	0.749239703	0.579774541	0.697073683	0.772759737	0.960742886	0.799554023	0.855191917	0.834043509	0.755527086	0.83113194	0.925707093	1.235550514	1.166768322	1.133798281	0.934130064	1.041038812	1.167213232	0	0.723453411	0.542705267	0.870053977	0.568419689	0.88148583	0.875330954	0.826245209	0.691110803	0.96782696	0.903108953	0.740715765	0	1.074176611	1.029208439	0	1.107812586	0	1.185311006	0	0	1.204532768	1.215866743	0	0	0.508347548	0.682705301	0.721397569	0	0.741388349	0.574087624	0.59346689	0.66609755	0.819102604	0	0.282331903	0.300277615	0.27920177	0.929458377	0.298738266	0
(1-methyldecyl)-Benzene	1.488193553	1.116342821	1.059196831	1.725345875	1.177607541	1.230510628	1.19496208	1.163782103	1.305239937	1.051993601	0.776098119	1.101958155	0.894062604	0.821503629	0.860836663	0.674895755	0.683499705	1.218507056	1.056643345	1.065900587	0.523057938	0.575516958	0.542050167	1.196816184	1.008925459	1.401200209	0.829104875	0.668194786	0.386342685	0.915595296	0.949872546	1.066820904	0.756002576	1.160334493	0.983497557	1.137874993	1.112585892	0.935844068	0.55147828	0.510660823	0.52950862	0.557048331	0.942299466	0.272935065	0.930527827	0.659473907	0.546718376	0.347945628	0.877809258	0.257880422	1.509730313	0.57144301	0.213275769	0	2.386656277	1.901831077	0	1.743838067	0.458631311	0.974024714	1.027331445	1.750503381	0.684458212	0	1.810069282	2.281609961	0.688312766	0.997546407	4.24827732	1.528593341	0.87569446	0.274499451	2.165593779	3.280319008	0.595833639	0.463468339	0.478197505	0.523700031	0.595329826	0.675263197	0.465040159	1.863334178	0	0.341752794	0.760729724	1.138342375	0.48290371	0.758071881	0.988585662	1.101951889	1.055611831	0.536648344	1.136495941	1.238616823	1.16647938	1.162698253	0.906021649	0.829601517	0.708453539	0.834745446	0.689500797	0.783126335	0.794007934	0.940434556	1.044959875	0.739636864	0.586727866	0.678652886	0.666970622	0.62335895	0.429130936	1.198656642	0.388531724	0.167000096	0.320548101	1.484894656	0	0.518505553	0.87490294	0.445785034	0.843158605	1.422844687	1.679257101	0.846887775	0.803532406	0.886244277	0.847543357	0.442693814	1.097988884	0.530685248	1.601517898	0	0.53227319	0	0.594948586	0	0	0.552261035	0.586788456	0.58592226	1.771817692	0.545674424	2.130771128	3.257752672	0.646428253	0.625650791	1.092939369	0.662926282	1.960871999	4.320526788	0.372456709	1.431836952	0	1.173954189	2.076879067	1.299049448	0
(1-methyldodecyl)-Benzene	2.310244454	3.307533399	4.105075828	3.214601374	4.151113355	3.866112699	3.932479766	4.32004839	3.873732471	2.855099169	5.122337115	3.732577651	4.944143277	3.807355547	3.390827689	3.175923232	5.451385849	3.520898773	3.751080446	4.162713649	2.92450859	0	4.045425072	1.030420323	2.927595038	0	0	0	3.141352118	3.076610385	2.773919034	1.023245167	0.871073501	3.015415194	0	1.219183486	0	1.919602344	2.239180668	0.371546678	0.334051507	0	0	0	0	0	0	0	0	0	0	0.661727862	1.336121671	0	0	0	0	0	0.931402881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.315441843	0	0	0	0	0.213706691	1.536647786	1.33880218	0.64390354	0	0	0.995855079	1.196954618	3.504183792	3.225232043	0.279634732	1.735020115	0	0	1.056324238	1.211623482	1.405759653	0	1.326697137	1.419870982	1.648117494	1.547793413	0	0	0	1.807988925	1.481491764	1.801522453	1.487694079	1.306715974	0	0	0	0	0	0	0	0.132605736	0	1.311078702	0	1.510140498	0	0	0	1.575331666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.448762532	0	0	0	0	0	0	0	0.324816727	0	0.296770965	0	0	0	0	0	0	0	0
"1,4-dimethoxy-Benzene"	0.929302651	1.016348534	0.699831799	1.764217268	1.247389796	1.046513801	1.077548554	0.721582685	1.09762337	1.688709601	0.825392681	0.770030518	0.767411669	0.782343306	1.367232877	0.730055741	0.793430404	0.684284254	0.683381351	0.963400232	0.806928539	1.09457334	0.895791421	0.662253127	1.171582745	0.872763162	0.621628727	1.26996825	0.858778937	0.979733344	0.851720301	1.068512536	1.276955004	1.303526105	0.997027566	0.947782153	1.030767767	1.682534855	1.351680423	0.855536166	0.721763656	0.84875139	0.642849377	0.783044574	0.382353299	0.483492201	0.131913996	0.221511213	0.548224476	0.510611221	0.413847342	0.435082511	0.330059738	0.578410772	0.367757286	0.452078677	0.601376638	0.247561569	0.282689852	0.321467695	0.126336821	0.254826716	1.273519647	1.342805489	1.330122612	0.744959814	1.28567234	0.974933582	0.721736726	1.00004571	0.792533905	0.392646654	1.189937091	1.227703984	0.752698496	1.260058363	1.374467894	1.459673642	0.414157873	1.564540832	1.250397367	1.059449677	0.255170009	0.771220962	0.856629302	1.016064436	0.815858016	0.937131256	2.074236017	1.832934312	1.909478925	1.825085624	1.879136896	1.873204365	1.577874375	1.415506696	1.45759087	1.261910626	1.200026675	1.151954058	1.181674889	1.119136753	1.168527547	1.071762115	1.114837161	1.066505157	1.120242392	1.102102886	1.104565238	1.167515701	1.019069184	0.976891418	1.130599637	1.098845564	1.261215495	1.093312565	0.566397105	0.376280422	0.574525733	0.873445558	0.715464519	0.608433729	0.418210895	0.861798769	0.662383916	1.142892859	0.771851496	0.73711858	0.595121091	1.444587691	1.203650155	2.355255809	0.833771565	1.330398482	1.047515367	1.742552324	1.339057313	1.223460721	0.76014576	1.26168165	1.38417471	0.544287231	2.204148515	0.899308859	0.848142487	2.094372304	1.561790029	1.444922951	1.180117095	1.37658415	1.628258903	0.479610843	0.65285985	0.593799962	1.494161044	0.806286573	0.767188083
3-cyclohexen-1-yl-Benzene	1.412537428	1.415684116	1.168024525	1.244477517	1.163942158	1.407256233	1.287472588	1.276214346	1.302868286	1.462879005	1.047053153	1.034653005	1.001024204	1.019457813	1.041530157	1.043286124	0.886530612	1.011219249	0.947449064	0.704269588	1.002263188	0.929287834	1.081568553	0.649436655	0.741348311	0.695818219	0.476091624	0.654551859	0.746925385	0.82484351	0.721520784	0.876097379	0.637705538	0.765095077	0.87172356	0.670365751	0.811996761	1.194114026	1.028701321	0.72976175	0.720274914	0.7384673	0.710373491	0.743301263	0.164876313	0.16419469	0.213766343	0.095094693	0.227273741	0.098214415	0.272936771	0.079878192	0.102763048	0.093253355	0.11573537	0.184456513	0.28480876	0.073707754	0.258277099	0.287768515	0.254935316	0.09613683	0.940530443	1.227478153	0.864500039	0.597678124	0.584379347	0.368691339	0.593654	0.482584848	0.426250295	0.674129872	0.387124731	0.448660993	0.663826089	0.915803416	0.992088262	0.582782409	0.578241701	0.62856746	0.242607579	0.346606837	0.946635087	0.805588381	0.76941312	0.970672043	0.899341755	0.690722184	2.141151577	1.666411135	1.22308753	1.753081058	1.711186084	1.556439679	1.031857431	0.832156116	0.200484244	0.067268083	0.098114785	0.105744952	0.724772592	0.672112982	0.685491335	0.100914211	0.055284682	0.681416657	0.54778737	0.056898158	0.638978831	0.667847713	0.719941656	0.506317873	0.613360993	0.64559096	1.220614175	0.854594803	0.829581278	0.753345998	0.171067638	0.063489793	0.043495264	0.455805639	0.583654945	0.469104057	0.688194458	0.17388351	0.479397957	0.522875187	0.701594998	0.603031681	0.939615206	0.799896938	0.858698063	0.969579082	0.890730404	0.966031064	1.277390459	1.524473665	0.951811598	1.155726616	0.732673553	0.762210462	0.822320059	0.28526728	0.615891475	0.064249095	1.091079901	0.944188916	0.067980336	1.033303765	0.698977887	0.545865616	0.149988803	0.287882794	0.230421207	0.151187138	0.154460461
